NAME,Fees,Students,Geo Point,Geo Shape,ADDRESS,CITY,STATE,POPULATION,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,PT_ENROLL,FT_ENROLL,TOT_ENROLL,HOUSING,DORM_CAP,TOT_EMP
GARDEN STATE SCIENCE AND TECHNOLOGY INSTITUTE,33334.56171284635,12876.308080808081,"40.734782, -74.059535","{""coordinates"":[-74.059535,40.734782],""type"":""Point""}","591 SUMMIT AVENUE, SUITE 705",JERSEY CITY,NJ,61.0,40.734782,-74.059535,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,-999.0,55.0,55.0,2.0,-999.0,6.0
GARDNER-WEBB UNIVERSITY,33334.56171284635,12876.308080808081,"35.24732, -81.668141","{""coordinates"":[-81.668141,35.24732],""type"":""Point""}",MAIN ST,BOILING SPRINGS,NC,4166.0,35.24732,-81.668141,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1391.0,2145.0,3536.0,1.0,1368.0,630.0
GARNET CAREER CENTER,33334.56171284635,12876.308080808081,"38.35101700600006, -81.629876","{""coordinates"":[-81.629876,38.35101700600006],""type"":""Point""}",422 DICKINSON ST,CHARLESTON,WV,96.0,38.35101700600006,-81.629876,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,13.0,63.0,76.0,2.0,-999.0,20.0
GARRETT COLLEGE,33334.56171284635,12876.308080808081,"39.56065771600004, -79.34326742599995","{""coordinates"":[-79.34326742599995,39.56065771600004],""type"":""Point""}",687 MOSSER ROAD,MCHENRY,MD,832.0,39.56065771600004,-79.34326742599995,611210.0,JUNIOR COLLEGES,286.0,338.0,624.0,1.0,172.0,208.0
GARRETT-EVANGELICAL THEOLOGICAL SEMINARY,33334.56171284635,12876.308080808081,"42.05622058000006, -87.67549721199998","{""coordinates"":[-87.67549721199998,42.05622058000006],""type"":""Point""}",2121 SHERIDAN ROAD,EVANSTON,IL,380.0,42.05622058000006,-87.67549721199998,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",118.0,165.0,283.0,1.0,184.0,97.0
GARY MANUEL AVEDA INSTITUTE,33334.56171284635,12876.308080808081,"47.614365054000075, -122.319174262","{""coordinates"":[-122.319174262,47.614365054000075],""type"":""Point""}",802 EAST PIKE STREET,SEATTLE,WA,37.0,47.61436505400008,-122.319174262,611511.0,COSMETOLOGY AND BARBER SCHOOLS,-999.0,23.0,23.0,2.0,-999.0,14.0
GASTON COLLEGE,33334.56171284635,12876.308080808081,"35.312015332000044, -81.18948133599997","{""coordinates"":[-81.18948133599997,35.312015332000044],""type"":""Point""}",201 HWY 321 S,DALLAS,NC,6080.0,35.312015332000044,-81.18948133599997,611210.0,JUNIOR COLLEGES,4115.0,1230.0,5345.0,2.0,-999.0,735.0
GATEWAY COMMUNITY AND TECHNICAL COLLEGE,33334.56171284635,12876.308080808081,"38.96063270500008, -84.63332980699994","{""coordinates"":[-84.63332980699994,38.96063270500008],""type"":""Point""}",500 TECHNOLOGY WAY,FLORENCE,KY,4695.0,38.96063270500008,-84.63332980699994,611210.0,JUNIOR COLLEGES,3148.0,1151.0,4299.0,2.0,-999.0,396.0
GATEWAY COMMUNITY COLLEGE,33334.56171284635,12876.308080808081,"41.303928, -72.927753","{""coordinates"":[-72.927753,41.303928],""type"":""Point""}",20 CHURCH STREET,NEW HAVEN,CT,6631.0,41.303928,-72.927753,611210.0,JUNIOR COLLEGES,4101.0,1902.0,6003.0,2.0,-999.0,628.0
GATEWAY COMMUNITY COLLEGE,33334.56171284635,12876.308080808081,"33.44942182700004, -111.99723043999995","{""coordinates"":[-111.99723043999995,33.44942182700004],""type"":""Point""}",108 N. 40TH STREET,PHOENIX,AZ,5394.0,33.44942182700004,-111.99723043999995,611210.0,JUNIOR COLLEGES,3652.0,1018.0,4670.0,2.0,-999.0,724.0
GATEWAY COMMUNITY COLLEGE-CENTRAL CITY,33334.56171284635,12876.308080808081,"33.43568026100007, -112.05490579999997","{""coordinates"":[-112.05490579999997,33.43568026100007],""type"":""Point""}",1245 E BUCKEYE,PHOENIX,AZ,597.0,33.43568026100007,-112.0549058,611511.0,COSMETOLOGY AND BARBER SCHOOLS,185.0,339.0,524.0,2.0,-999.0,73.0
GATEWAY TECHNICAL COLLEGE,33334.56171284635,12876.308080808081,"42.60567694300005, -87.84669460299995","{""coordinates"":[-87.84669460299995,42.60567694300005],""type"":""Point""}",3520 30TH AVE,KENOSHA,WI,8626.0,42.60567694300005,-87.84669460299995,611210.0,JUNIOR COLLEGES,6594.0,1245.0,7839.0,2.0,-999.0,787.0
GATHER 4 HIM CHRISTIAN COLLEGE,33334.56171284635,12876.308080808081,"46.21205972900003, -119.16192006499995","{""coordinates"":[-119.16192006499995,46.21205972900003],""type"":""Point""}",3021 WEST CLEARWATER AVENUE,KENNEWICK,WA,60.0,46.21205972900003,-119.16192006499996,611210.0,JUNIOR COLLEGES,11.0,29.0,40.0,2.0,-999.0,20.0
GAVILAN COLLEGE,33334.56171284635,12876.308080808081,"36.97327411400005, -121.56817420399994","{""coordinates"":[-121.56817420399994,36.97327411400005],""type"":""Point""}",5055 SANTA TERESA BLVD,GILROY,CA,4892.0,36.97327411400005,-121.56817420399994,611210.0,JUNIOR COLLEGES,2956.0,1538.0,4494.0,2.0,-999.0,398.0
GEISINGER COMMONWEALTH SCHOOL OF MEDICINE,33334.56171284635,12876.308080808081,"41.40766086100007, -75.66369904299995","{""coordinates"":[-75.66369904299995,41.40766086100007],""type"":""Point""}",525 PINE ST,SCRANTON,PA,810.0,41.40766086100007,-75.66369904299995,611210.0,JUNIOR COLLEGES,21.0,586.0,607.0,2.0,-999.0,203.0
GEISINGER-LEWISTOWN HOSPITAL SCHOOL OF NURSING,33334.56171284635,12876.308080808081,"40.61847968300003, -77.56731208699995","{""coordinates"":[-77.56731208699995,40.61847968300003],""type"":""Point""}",400 HIGHLAND AVENUE,LEWISTOWN,PA,80.0,40.61847968300003,-77.56731208699995,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,-999.0,53.0,53.0,2.0,-999.0,27.0
GEM CITY COLLEGE,33334.56171284635,12876.308080808081,"39.92639428800004, -91.40421821899997","{""coordinates"":[-91.40421821899997,39.92639428800004],""type"":""Point""}",700 STATE ST,QUINCY,IL,37.0,39.92639428800004,-91.40421821899996,611511.0,COSMETOLOGY AND BARBER SCHOOLS,-999.0,27.0,27.0,2.0,-999.0,10.0
GEMINI SCHOOL OF VISUAL ARTS & COMMUNICATION,33334.56171284635,12876.308080808081,"30.50915, -97.846121","{""coordinates"":[-97.846121,30.50915],""type"":""Point""}",501 PRIZE OAKS DRIVE,CEDAR PARK,TX,21.0,30.50915,-97.846121,611610.0,FINE ARTS SCHOOLS,-999.0,7.0,7.0,2.0,-999.0,14.0
GEMOLOGICAL INSTITUTE OF AMERICA-CARLSBAD,33334.56171284635,12876.308080808081,"33.131313299000055, -117.31876489399997","{""coordinates"":[-117.31876489399997,33.131313299000055],""type"":""Point""}",5345 ARMADA DR,CARLSBAD,CA,147.0,33.131313299000055,-117.31876489399995,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,-999.0,29.0,29.0,2.0,-999.0,118.0
GEMOLOGICAL INSTITUTE OF AMERICA-NEW YORK,33334.56171284635,12876.308080808081,"40.75135095100006, -73.98064746499995","{""coordinates"":[-73.98064746499995,40.75135095100006],""type"":""Point""}","50 WEST 47TH STREET, 8TH FLOOR",NEW YORK,NY,70.0,40.75135095100006,-73.98064746499995,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,-999.0,51.0,51.0,2.0,-999.0,19.0
GENESEE COMMUNITY COLLEGE,33334.56171284635,12876.308080808081,"43.016830689000074, -78.13802402799996","{""coordinates"":[-78.13802402799996,43.016830689000074],""type"":""Point""}",ONE COLLEGE RD,BATAVIA,NY,5153.0,43.01683068900008,-78.13802402799996,611210.0,JUNIOR COLLEGES,2995.0,1740.0,4735.0,1.0,449.0,418.0
GENESEE VALLEY BOCES-PRACTICAL NURSING PROGRAM,33334.56171284635,12876.308080808081,"43.014665, -78.182909","{""coordinates"":[-78.182909,43.014665],""type"":""Point""}",ADULT EDUCATION OFFICE 8250 STATE ST RD,BATAVIA,NY,138.0,43.014665,-78.182909,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,-999.0,111.0,111.0,2.0,-999.0,27.0
GENESIS CAREER COLLEGE-COOKEVILLE,33334.56171284635,12876.308080808081,"36.17648403900006, -85.48557417299997","{""coordinates"":[-85.48557417299997,36.17648403900006],""type"":""Point""}",880-A EAST 10TH STREET,COOKEVILLE,TN,365.0,36.17648403900006,-85.48557417299997,611511.0,COSMETOLOGY AND BARBER SCHOOLS,55.0,285.0,340.0,2.0,-999.0,25.0
GENESIS CAREER COLLEGE-LEBANON,33334.56171284635,12876.308080808081,"36.216114, -86.337852","{""coordinates"":[-86.337852,36.216114],""type"":""Point""}",1505 NOAH COURT,LEBANON,TN,177.0,36.216114,-86.337852,611511.0,COSMETOLOGY AND BARBER SCHOOLS,2.0,152.0,154.0,2.0,-999.0,23.0
GENEVA COLLEGE,33334.56171284635,12876.308080808081,"40.77220411800005, -80.32105056199998","{""coordinates"":[-80.32105056199998,40.77220411800005],""type"":""Point""}",3200 COLLEGE AVE,BEAVER FALLS,PA,1705.0,40.77220411800005,-80.32105056199998,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",231.0,1118.0,1349.0,1.0,942.0,356.0
GEORGE C WALLACE COMMUNITY COLLEGE-DOTHAN,33334.56171284635,12876.308080808081,"31.316086, -85.46355","{""coordinates"":[-85.46355,31.316086],""type"":""Point""}",1141 WALLACE DRIVE,DOTHAN,AL,4117.0,31.316086,-85.46355,611210.0,JUNIOR COLLEGES,2466.0,1215.0,3681.0,2.0,-999.0,436.0
GEORGE C WALLACE STATE COMMUNITY COLLEGE-HANCEVILLE,33334.56171284635,12876.308080808081,"34.07243115000006, -86.78192432199995","{""coordinates"":[-86.78192432199995,34.07243115000006],""type"":""Point""}",801 MAIN ST NW,HANCEVILLE,AL,5254.0,34.07243115000006,-86.78192432199995,611210.0,JUNIOR COLLEGES,2414.0,2349.0,4763.0,1.0,180.0,491.0
GEORGE C WALLACE STATE COMMUNITY COLLEGE-SELMA,33334.56171284635,12876.308080808081,"32.44574401700004, -87.01320340299998","{""coordinates"":[-87.01320340299998,32.44574401700004],""type"":""Point""}",3000 EARL GOODWIN PARKWAY,SELMA,AL,1544.0,32.44574401700004,-87.01320340299998,611210.0,JUNIOR COLLEGES,858.0,458.0,1316.0,2.0,-999.0,228.0
GEORGE FOX UNIVERSITY,33334.56171284635,12876.308080808081,"45.30306161800007, -122.96746550999995","{""coordinates"":[-122.96746550999995,45.30306161800007],""type"":""Point""}",414 N MERIDIAN ST,NEWBERG,OR,5128.0,45.30306161800007,-122.96746550999995,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1256.0,2850.0,4106.0,1.0,1230.0,1022.0
GEORGE MASON UNIVERSITY,33334.56171284635,12876.308080808081,"38.83088028800006, -77.30793951299995","{""coordinates"":[-77.30793951299995,38.83088028800006],""type"":""Point""}",4400 UNIVERSITY DR,FAIRFAX,VA,44275.0,38.83088028800006,-77.30793951299995,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",12510.0,26031.0,38541.0,1.0,6511.0,5734.0
GEORGE STONE TECHNICAL COLLEGE,33334.56171284635,12876.308080808081,"30.487559993000048, -87.29070768999998","{""coordinates"":[-87.29070768999998,30.487559993000048],""type"":""Point""}",2400 LONGLEAF DR,PENSACOLA,FL,608.0,30.487559993000048,-87.29070768999998,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,36.0,509.0,545.0,2.0,-999.0,63.0
GEORGE T BAKER AVIATION TECHNICAL COLLEGE,33334.56171284635,12876.308080808081,"25.804091835000065, -80.26359057699995","{""coordinates"":[-80.26359057699995,25.804091835000065],""type"":""Point""}",3275 NW 42ND AVE,MIAMI,FL,894.0,25.804091835000065,-80.26359057699995,611512.0,FLIGHT TRAINING,701.0,97.0,798.0,2.0,-999.0,96.0
GEORGE WASHINGTON UNIVERSITY,33334.56171284635,12876.308080808081,"38.89909640400003, -77.04627686899994","{""coordinates"":[-77.04627686899994,38.89909640400003],""type"":""Point""}","1918 F STREET, NW",WASHINGTON,DC,33278.0,38.89909640400003,-77.04627686899994,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",9515.0,17502.0,27017.0,1.0,7181.0,6261.0
GEORGETOWN COLLEGE,33334.56171284635,12876.308080808081,"38.20748577000006, -84.55468104299996","{""coordinates"":[-84.55468104299996,38.20748577000006],""type"":""Point""}",400 EAST COLLEGE STREET,GEORGETOWN,KY,1875.0,38.20748577000006,-84.55468104299996,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",497.0,1068.0,1565.0,1.0,1370.0,310.0
GEORGETOWN UNIVERSITY,33334.56171284635,12876.308080808081,"38.90880927200004, -77.07346323499996","{""coordinates"":[-77.07346323499996,38.90880927200004],""type"":""Point""}",37TH AND O ST NW,WASHINGTON,DC,25662.0,38.90880927200004,-77.07346323499996,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",5349.0,14022.0,19371.0,1.0,5546.0,6291.0
GEORGIA CAREER INSTITUTE,33334.56171284635,12876.308080808081,"33.64341600500006, -84.01846670999998","{""coordinates"":[-84.01846670999998,33.64341600500006],""type"":""Point""}",900 FLAT SHOALS ROAD SE,CONYERS,GA,583.0,33.64341600500006,-84.01846670999998,611511.0,COSMETOLOGY AND BARBER SCHOOLS,-999.0,510.0,510.0,2.0,-999.0,73.0
GEORGIA COLLEGE & STATE UNIVERSITY,33334.56171284635,12876.308080808081,"33.08278672900008, -83.23196177999995","{""coordinates"":[-83.23196177999995,33.08278672900008],""type"":""Point""}",231 W HANCOCK STREET,MILLEDGEVILLE,GA,7935.0,33.08278672900008,-83.23196177999995,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1344.0,5529.0,6873.0,1.0,2237.0,1062.0
GEORGIA GWINNETT COLLEGE,33334.56171284635,12876.308080808081,"33.97991514300003, -84.00113508499999","{""coordinates"":[-84.00113508499999,33.97991514300003],""type"":""Point""}",1000 UNIVERSITY CENTER LANE,LAWRENCEVILLE,GA,12641.0,33.97991514300003,-84.00113508499999,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",4007.0,7620.0,11627.0,1.0,970.0,1014.0
GEORGIA HIGHLANDS COLLEGE,33334.56171284635,12876.308080808081,"34.16979057900005, -85.20735620499994","{""coordinates"":[-85.20735620499994,34.16979057900005],""type"":""Point""}","3175 CEDARTOWN HIGHWAY, S.E.",ROME,GA,6195.0,34.16979057900005,-85.20735620499994,611210.0,JUNIOR COLLEGES,3422.0,2258.0,5680.0,2.0,-999.0,515.0
GEORGIA INSTITUTE OF COSMETOLOGY,33334.56171284635,12876.308080808081,"33.93692174300003, -83.45556544799996","{""coordinates"":[-83.45556544799996,33.93692174300003],""type"":""Point""}",3529 ATLANTA HWY,ATHENS,GA,329.0,33.93692174300003,-83.45556544799996,611511.0,COSMETOLOGY AND BARBER SCHOOLS,221.0,81.0,302.0,2.0,-999.0,27.0
GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,33334.56171284635,12876.308080808081,"33.773731834000046, -84.39601919199998","{""coordinates"":[-84.39601919199998,33.773731834000046],""type"":""Point""}",225 NORTH AVE,ATLANTA,GA,48378.0,33.773731834000046,-84.39601919199998,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",18873.0,20898.0,39771.0,1.0,8796.0,8607.0
GEORGIA MILITARY COLLEGE,33334.56171284635,12876.308080808081,"33.08000634600006, -83.22120958199997","{""coordinates"":[-83.22120958199997,33.08000634600006],""type"":""Point""}",201 E GREENE ST,MILLEDGEVILLE,GA,8678.0,33.08000634600006,-83.22120958199997,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",4475.0,3026.0,7501.0,1.0,270.0,1177.0
GEORGIA NORTHWESTERN TECHNICAL COLLEGE,33334.56171284635,12876.308080808081,"34.22467272700004, -85.17136109799998","{""coordinates"":[-85.17136109799998,34.22467272700004],""type"":""Point""}",ONE MAURICE CULBERSON DRIVE,ROME,GA,7200.0,34.22467272700004,-85.17136109799998,611210.0,JUNIOR COLLEGES,4686.0,1922.0,6608.0,2.0,-999.0,592.0
GEORGIA PIEDMONT TECHNICAL COLLEGE,33334.56171284635,12876.308080808081,"33.78989836000005, -84.23450392199999","{""coordinates"":[-84.23450392199999,33.78989836000005],""type"":""Point""}",495 N INDIAN CREEK DR,CLARKSTON,GA,3169.0,33.78989836000005,-84.23450392199999,611210.0,JUNIOR COLLEGES,1999.0,616.0,2615.0,2.0,-999.0,554.0
GEORGIA SOUTHERN UNIVERSITY,33334.56171284635,12876.308080808081,"32.419853567000075, -81.77993606099994","{""coordinates"":[-81.77993606099994,32.419853567000075],""type"":""Point""}",1332 SOUTHERN DRIVE,STATESBORO,GA,30116.0,32.419853567000075,-81.77993606099994,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",6096.0,20853.0,26949.0,1.0,5974.0,3167.0
GEORGIA SOUTHWESTERN STATE UNIVERSITY,33334.56171284635,12876.308080808081,"32.058198, -84.217755","{""coordinates"":[-84.217755,32.058198],""type"":""Point""}",800 GEORGIA SOUTHWESTERN STATE UNIVERSITY DR.,AMERICUS,GA,3548.0,32.058198,-84.217755,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1176.0,1986.0,3162.0,1.0,950.0,386.0
GEORGIA STATE UNIVERSITY,33334.56171284635,12876.308080808081,"33.75269953700007, -84.38666979499999","{""coordinates"":[-84.38666979499999,33.75269953700007],""type"":""Point""}",33 GILMER ST,ATLANTA,GA,41786.0,33.75269953700007,-84.38666979499999,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",8533.0,27827.0,36360.0,1.0,5414.0,5426.0
GEORGIA STATE UNIVERSITY-PERIMETER COLLEGE,33334.56171284635,12876.308080808081,"33.753432, -84.385981","{""coordinates"":[-84.385981,33.753432],""type"":""Point""}",33 GILMER ST.,ATLANTA,GA,18294.0,33.753432,-84.385981,611210.0,JUNIOR COLLEGES,10759.0,6624.0,17383.0,2.0,-999.0,911.0
GEORGIAN COURT UNIVERSITY,33334.56171284635,12876.308080808081,"40.09967655400004, -74.22746257899996","{""coordinates"":[-74.22746257899996,40.09967655400004],""type"":""Point""}",900 LAKEWOOD AVE,LAKEWOOD,NJ,2688.0,40.09967655400004,-74.22746257899996,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",780.0,1451.0,2231.0,1.0,497.0,457.0
GERBERS AKRON BEAUTY SCHOOL,33334.56171284635,12876.308080808081,"41.113755, -81.576144","{""coordinates"":[-81.576144,41.113755],""type"":""Point""}",1915 WEST MARKET ST. SUITE 800,AKRON,OH,80.0,41.113755,-81.576144,611511.0,COSMETOLOGY AND BARBER SCHOOLS,35.0,29.0,64.0,2.0,-999.0,16.0
GERMANNA COMMUNITY COLLEGE,33334.56171284635,12876.308080808081,"38.37555580600008, -77.78013237299996","{""coordinates"":[-77.78013237299996,38.37555580600008],""type"":""Point""}",2130 GERMANNA HWY,LOCUST GROVE,VA,8244.0,38.37555580600008,-77.78013237299996,611210.0,JUNIOR COLLEGES,5350.0,2329.0,7679.0,2.0,-999.0,565.0
GETTYSBURG COLLEGE,33334.56171284635,12876.308080808081,"39.83584149300003, -77.23453326699996","{""coordinates"":[-77.23453326699996,39.83584149300003],""type"":""Point""}",300 N WASHINGTON ST,GETTYSBURG,PA,3357.0,39.83584149300003,-77.23453326699996,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",11.0,2496.0,2507.0,1.0,2892.0,850.0
GLASGOW CALEDONIAN NEW YORK COLLEGE,33334.56171284635,12876.308080808081,"40.72328175100006, -74.00169889199998","{""coordinates"":[-74.00169889199998,40.72328175100006],""type"":""Point""}",64 WOOSTER STREET,NEW YORK,NY,87.0,40.72328175100006,-74.00169889199998,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",46.0,19.0,65.0,2.0,-999.0,22.0
GLASGOW CALEDONIAN NEW YORK COLLEGE,33334.56171284635,12876.308080808081,"40.723346, -74.001699","{""coordinates"":[-74.001699,40.723346],""type"":""Point""}",64 WOOSTER STREET,NEW YORK,NY,49.0,40.723346,-74.001699,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",32.0,-999.0,32.0,2.0,-999.0,17.0
GLEN DOW ACADEMY OF HAIR DESIGN,33334.56171284635,12876.308080808081,"47.657793, -117.416516","{""coordinates"":[-117.416516,47.657793],""type"":""Point""}",W 309 RIVERSIDE AVE,SPOKANE,WA,99.0,47.657793,-117.416516,611511.0,COSMETOLOGY AND BARBER SCHOOLS,-999.0,84.0,84.0,2.0,-999.0,15.0
GLEN OAKS COMMUNITY COLLEGE,33334.56171284635,12876.308080808081,"41.89250444600003, -85.49692944299994","{""coordinates"":[-85.49692944299994,41.89250444600003],""type"":""Point""}",62249 SHIMMEL RD,CENTREVILLE,MI,1044.0,41.89250444600003,-85.49692944299994,611210.0,JUNIOR COLLEGES,624.0,326.0,950.0,1.0,108.0,94.0
GLENDALE CAREER COLLEGE,33334.56171284635,12876.308080808081,"34.14971437000003, -118.25445816099995","{""coordinates"":[-118.25445816099995,34.14971437000003],""type"":""Point""}",240 NORTH BRAND BOULEVARD LOWER LEVEL,GLENDALE,CA,741.0,34.14971437000003,-118.25445816099996,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,-999.0,632.0,632.0,2.0,-999.0,109.0
GLENDALE CAREER COLLEGE-BRIGHTWOOD TEACHOUT,33334.56171284635,12876.308080808081,"32.822045, -117.136429","{""coordinates"":[-117.136429,32.822045],""type"":""Point""}",8888 BALBOA AVENUE,SAN DIEGO,CA,217.0,32.822045,-117.136429,611210.0,JUNIOR COLLEGES,-999.0,180.0,180.0,2.0,-999.0,37.0
GLENDALE CAREER COLLEGE-BRIGHTWOOD TEACHOUT,33334.56171284635,12876.308080808081,"32.822026220000055, -117.13642416099998","{""coordinates"":[-117.13642416099998,32.822026220000055],""type"":""Point""}",8888 BALBOA AVENUE,SAN DIEGO,CA,194.0,32.822026220000055,-117.13642416099998,611210.0,JUNIOR COLLEGES,-999.0,162.0,162.0,2.0,-999.0,32.0
GLENDALE COMMUNITY COLLEGE,33334.56171284635,12876.308080808081,"34.16642157200005, -118.22825118199995","{""coordinates"":[-118.22825118199995,34.16642157200005],""type"":""Point""}",1500 N VERDUGO RD,GLENDALE,CA,14045.0,34.16642157200005,-118.22825118199997,611210.0,JUNIOR COLLEGES,6491.0,6482.0,12973.0,2.0,-999.0,1072.0
GLENDALE COMMUNITY COLLEGE,33334.56171284635,12876.308080808081,"33.57107598600004, -112.18938096299996","{""coordinates"":[-112.18938096299996,33.57107598600004],""type"":""Point""}",6000 W OLIVE AVE,GLENDALE,AZ,15926.0,33.57107598600004,-112.18938096299996,611210.0,JUNIOR COLLEGES,10241.0,4133.0,14374.0,2.0,-999.0,1552.0
GLENVILLE STATE COLLEGE,33334.56171284635,12876.308080808081,"38.93547990900004, -80.83341136499996","{""coordinates"":[-80.83341136499996,38.93547990900004],""type"":""Point""}",200 HIGH STREET,GLENVILLE,WV,1861.0,38.93547990900004,-80.83341136499996,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",489.0,1094.0,1583.0,1.0,728.0,278.0
GLITZ SCHOOL OF COSMETOLOGY,33334.56171284635,12876.308080808081,"32.298355, -106.743159","{""coordinates"":[-106.743159,32.298355],""type"":""Point""}",2460 MISSOURI AVENUE,LAS CRUCES,NM,223.0,32.298355,-106.743159,611511.0,COSMETOLOGY AND BARBER SCHOOLS,63.0,144.0,207.0,2.0,-999.0,16.0
GLOBAL MEDICAL & TECHNICAL TRAINING INSTITUTE,33334.56171284635,12876.308080808081,"25.779626375000078, -80.22527637499996","{""coordinates"":[-80.22527637499996,25.779626375000078],""type"":""Point""}","1830 NW 7TH STREET, SUITE 200",MIAMI,FL,113.0,25.77962637500008,-80.22527637499996,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,-999.0,102.0,102.0,2.0,-999.0,11.0
GLOBAL TECH COLLEGE,33334.56171284635,12876.308080808081,"41.697492, -83.622983","{""coordinates"":[-83.622983,41.697492],""type"":""Point""}",4346 SECOR ROAD,TOLEDO,OH,8.0,41.697492,-83.622983,611210.0,JUNIOR COLLEGES,1.0,1.0,2.0,2.0,-999.0,6.0
GLOBAL TECH COLLEGE,33334.56171284635,12876.308080808081,"41.697504243000026, -83.62295602099994","{""coordinates"":[-83.62295602099994,41.697504243000026],""type"":""Point""}",4346 SECOR ROAD,TOLEDO,OH,17.0,41.697504243000026,-83.62295602099994,611210.0,JUNIOR COLLEGES,5.0,2.0,7.0,2.0,-999.0,10.0
GNOMON,33334.56171284635,12876.308080808081,"34.08951108600007, -118.32906004899996","{""coordinates"":[-118.32906004899996,34.08951108600007],""type"":""Point""}",1015 N CAHUENGA BLVD STE 54301,HOLLYWOOD,CA,704.0,34.08951108600007,-118.32906004899996,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,314.0,261.0,575.0,2.0,-999.0,129.0
GODDARD COLLEGE,33334.56171284635,12876.308080808081,"44.27910619000005, -72.43821603899994","{""coordinates"":[-72.43821603899994,44.27910619000005],""type"":""Point""}",123 PITKIN ROAD,PLAINFIELD,VT,431.0,44.27910619000005,-72.43821603899994,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",34.0,332.0,366.0,2.0,-999.0,65.0
GODS BIBLE SCHOOL AND COLLEGE,33334.56171284635,12876.308080808081,"39.11552177000004, -84.50603941399999","{""coordinates"":[-84.50603941399999,39.11552177000004],""type"":""Point""}",1810 YOUNG STREET,CINCINNATI,OH,425.0,39.11552177000004,-84.50603941399999,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",177.0,158.0,335.0,1.0,200.0,90.0
GOGEBIC COMMUNITY COLLEGE,33334.56171284635,12876.308080808081,"46.471893, -90.165592","{""coordinates"":[-90.165592,46.471893],""type"":""Point""}",E4946 JACKSON RD,IRONWOOD,MI,1029.0,46.471893,-90.165592,611210.0,JUNIOR COLLEGES,465.0,431.0,896.0,1.0,96.0,133.0
GOLDEN GATE UNIVERSITY-SAN FRANCISCO,33334.56171284635,12876.308080808081,"37.78920777700006, -122.39878475499995","{""coordinates"":[-122.39878475499995,37.78920777700006],""type"":""Point""}",536 MISSION STREET,SAN FRANCISCO,CA,2940.0,37.78920777700006,-122.39878475499997,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1269.0,1203.0,2472.0,2.0,-999.0,468.0
GOLDEN WEST COLLEGE,33334.56171284635,12876.308080808081,"33.733774545000074, -118.00303549999995","{""coordinates"":[-118.00303549999995,33.733774545000074],""type"":""Point""}",15744 GOLDENWEST ST.,HUNTINGTON BEACH,CA,12031.0,33.733774545000074,-118.0030355,611210.0,JUNIOR COLLEGES,7891.0,3505.0,11396.0,2.0,-999.0,635.0
