NAME,Fees,Students,Geo Point,Geo Shape,ADDRESS,CITY,STATE,POPULATION,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,PT_ENROLL,FT_ENROLL,TOT_ENROLL,HOUSING,DORM_CAP,TOT_EMP
A BETTER U BEAUTY BARBER ACADEMY,-1.0,2484.0,"35.11060697400006, -106.58396072199997","{""coordinates"":[-106.58396072199997,35.11060697400006],""type"":""Point""}",5400 PHOENIX AVE NE SUITE 105,ALBUQUERQUE,NM,40.0,35.11060697400006,-106.58396072199996,611511.0,COSMETOLOGY AND BARBER SCHOOLS,7.0,28.0,35.0,2.0,-999.0,5.0
A T STILL UNIVERSITY OF HEALTH SCIENCES,21616.0,2997.0,"40.19365730000004, -92.58933532499998","{""coordinates"":[-92.58933532499998,40.19365730000004],""type"":""Point""}",800 W JEFFERSON,KIRKSVILLE,MO,5433.0,40.1936573,-92.58933532499998,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",981.0,3014.0,3995.0,1.0,44.0,1438.0
AANIIIH NAKODA COLLEGE,24210.0,6114.0,"48.48416976800007, -108.75790119799996","{""coordinates"":[-108.75790119799996,48.48416976800007],""type"":""Point""}",269 BLACKFEET AVENUE AGENCY,HARLEM,MT,199.0,48.48416976800007,-108.75790119799996,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",49.0,94.0,143.0,2.0,-999.0,56.0
ABC ADULT SCHOOL,25600.0,7357.0,"33.878179, -118.070114","{""coordinates"":[-118.070114,33.878179],""type"":""Point""}",12254 CUESTA DRIVE,CERRITOS,CA,275.0,33.878179,-118.070114,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,-999.0,195.0,195.0,2.0,-999.0,80.0
ABC BEAUTY ACADEMY,27406.0,12876.308080808081,"32.92981010700004, -96.68440494299995","{""coordinates"":[-96.68440494299995,32.92981010700004],""type"":""Point""}",2109 BUCKINGHAM RD.,RICHARDSON,TX,44.0,32.92981010700004,-96.68440494299996,611511.0,COSMETOLOGY AND BARBER SCHOOLS,-999.0,28.0,28.0,2.0,-999.0,16.0
ABCO TECHNOLOGY,33334.56171284635,12876.308080808081,"33.932121, -118.369774","{""coordinates"":[-118.369774,33.932121],""type"":""Point""}",11222 S. LA CIENEGA BLVD STE 588,INGLEWOOD,CA,86.0,33.932121,-118.369774,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,69.0,5.0,74.0,2.0,-999.0,12.0
ABCOTT INSTITUTE,33334.56171284635,12876.308080808081,"42.446326842000076, -83.21061697799996","{""coordinates"":[-83.21061697799996,42.446326842000076],""type"":""Point""}","16250 NORTHLAND DRIVE, SUITE 205",SOUTHFIELD,MI,178.0,42.44632684200008,-83.21061697799996,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,-999.0,142.0,142.0,2.0,-999.0,36.0
ABILENE CHRISTIAN UNIVERSITY,33334.56171284635,12876.308080808081,"32.468942765000065, -99.70979707799995","{""coordinates"":[-99.70979707799995,32.468942765000065],""type"":""Point""}",NOT AVAILABLE,ABILENE,TX,6335.0,32.468942765000065,-99.70979707799997,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1613.0,3678.0,5291.0,1.0,2430.0,1044.0
ABRAHAM BALDWIN AGRICULTURAL COLLEGE,33334.56171284635,12876.308080808081,"31.48188946600004, -83.52828134099997","{""coordinates"":[-83.52828134099997,31.48188946600004],""type"":""Point""}",2802 MOORE HWY,TIFTON,GA,4473.0,31.48188946600004,-83.52828134099997,611210.0,JUNIOR COLLEGES,1518.0,2472.0,3990.0,1.0,1198.0,483.0
ABRAHAM LINCOLN UNIVERSITY,33334.56171284635,12876.308080808081,"34.146374, -118.256461","{""coordinates"":[-118.256461,34.146374],""type"":""Point""}","100 WEST BROADWAY, SUITE 600",GLENDALE,CA,325.0,34.146374,-118.256461,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",28.0,237.0,265.0,2.0,-999.0,60.0
ACADEMIA SERRANT INC,33334.56171284635,12876.308080808081,"18.00976532100003, -66.61420497599994","{""coordinates"":[-66.61420497599994,18.00976532100003],""type"":""Point""}",7033 MENDEZ VIGO,PONCE,PR,193.0,18.00976532100003,-66.61420497599994,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,-999.0,157.0,157.0,2.0,-999.0,36.0
ACADEMY COLLEGE,33334.56171284635,12876.308080808081,"44.855802, -93.299885","{""coordinates"":[-93.299885,44.855802],""type"":""Point""}","1600 W. 82ND STREET, SUITE 100",BLOOMINGTON,MN,125.0,44.855802,-93.299885,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",8.0,87.0,95.0,2.0,-999.0,30.0
ACADEMY DI CAPELLI-SCHOOL OF COSMETOLOGY,33334.56171284635,12876.308080808081,"41.48990525600004, -72.80689730999995","{""coordinates"":[-72.80689730999995,41.48990525600004],""type"":""Point""}",950 YALE AVE UNIT 20,WALLINGFORD,CT,245.0,41.48990525600004,-72.80689730999995,611511.0,COSMETOLOGY AND BARBER SCHOOLS,71.0,125.0,196.0,2.0,-999.0,49.0
ACADEMY DI FIRENZE,33334.56171284635,12876.308080808081,"42.72390485400007, -114.51985812699996","{""coordinates"":[-114.51985812699996,42.72390485400007],""type"":""Point""}",149 WEST MAIN STREET,JEROME,ID,18.0,42.72390485400007,-114.51985812699996,611511.0,COSMETOLOGY AND BARBER SCHOOLS,-999.0,15.0,15.0,2.0,-999.0,3.0
ACADEMY FOR CAREERS AND TECHNOLOGY,33334.56171284635,12876.308080808081,"34.186474899000075, -79.34012189099997","{""coordinates"":[-79.34012189099997,34.186474899000075],""type"":""Point""}",2697 E HWY 76,MULLINS,SC,64.0,34.186474899000075,-79.34012189099997,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,-999.0,58.0,58.0,2.0,-999.0,6.0
ACADEMY FOR FIVE ELEMENT ACUPUNCTURE,33334.56171284635,12876.308080808081,"29.65007501200006, -82.32199384399996","{""coordinates"":[-82.32199384399996,29.65007501200006],""type"":""Point""}",305 SE 2ND AVE,GAINESVILLE,FL,104.0,29.65007501200006,-82.32199384399996,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",-999.0,91.0,91.0,2.0,-999.0,13.0
ACADEMY FOR JEWISH RELIGION-CALIFORNIA,33334.56171284635,12876.308080808081,"34.070281, -118.438495","{""coordinates"":[-118.438495,34.070281],""type"":""Point""}",574 HILGARD AVENUE,LOS ANGELES,CA,81.0,34.070281,-118.438495,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",37.0,24.0,61.0,2.0,-999.0,20.0
ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,33334.56171284635,12876.308080808081,"26.706530032000046, -80.12149737199996","{""coordinates"":[-80.12149737199996,26.706530032000046],""type"":""Point""}",5154 OKEECHOBEE BLVD STE 201,WEST PALM BEACH,FL,745.0,26.70653003200005,-80.12149737199996,611210.0,JUNIOR COLLEGES,41.0,662.0,703.0,2.0,-999.0,42.0
ACADEMY FOR SALON PROFESSIONALS,33334.56171284635,12876.308080808081,"34.23416225400007, -118.558185257","{""coordinates"":[-118.558185257,34.23416225400007],""type"":""Point""}",19520 NORDHOFF ST. UNIT 9,NORTHRIDGE,CA,112.0,34.23416225400007,-118.558185257,611511.0,COSMETOLOGY AND BARBER SCHOOLS,36.0,65.0,101.0,2.0,-999.0,11.0
ACADEMY OF ART UNIVERSITY,33334.56171284635,12876.308080808081,"37.78774752900006, -122.40068563799997","{""coordinates"":[-122.40068563799997,37.78774752900006],""type"":""Point""}",79 NEW MONTGOMERY,SAN FRANCISCO,CA,10505.0,37.78774752900006,-122.40068563799996,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",4668.0,4260.0,8928.0,1.0,1283.0,1577.0
ACADEMY OF CAREER TRAINING,33334.56171284635,12876.308080808081,"28.30609155700006, -81.43956927499994","{""coordinates"":[-81.43956927499994,28.30609155700006],""type"":""Point""}",3501 W VINE ST STE 111,KISSIMMEE,FL,78.0,28.30609155700006,-81.43956927499994,611511.0,COSMETOLOGY AND BARBER SCHOOLS,48.0,19.0,67.0,2.0,-999.0,11.0
ACADEMY OF CAREERS AND TECHNOLOGY,33334.56171284635,12876.308080808081,"37.799775, -81.168609","{""coordinates"":[-81.168609,37.799775],""type"":""Point""}",390 STANAFORD RD,BECKLEY,WV,196.0,37.799775,-81.168609,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,35.0,145.0,180.0,2.0,-999.0,16.0
ACADEMY OF CHINESE CULTURE AND HEALTH SCIENCES,33334.56171284635,12876.308080808081,"37.80597590600007, -122.26982742999996","{""coordinates"":[-122.26982742999996,37.80597590600007],""type"":""Point""}","1600 BROADWAY, STE. 200",OAKLAND,CA,147.0,37.80597590600007,-122.26982742999996,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",30.0,67.0,97.0,2.0,-999.0,50.0
ACADEMY OF COSMETOLOGY,33334.56171284635,12876.308080808081,"28.394052943000077, -80.70372003199998","{""coordinates"":[-80.70372003199998,28.394052943000077],""type"":""Point""}",2088 N. COURTENAY PARKWAY,MERRITT ISLAND,FL,138.0,28.39405294300008,-80.70372003199998,611511.0,COSMETOLOGY AND BARBER SCHOOLS,5.0,108.0,113.0,2.0,-999.0,25.0
ACADEMY OF COSMETOLOGY AND ESTHETICS NYC,33334.56171284635,12876.308080808081,"40.57323571100005, -74.11451672699997","{""coordinates"":[-74.11451672699997,40.57323571100005],""type"":""Point""}",187 NEW DORP LN,STATEN ISLAND,NY,38.0,40.57323571100005,-74.11451672699997,611511.0,COSMETOLOGY AND BARBER SCHOOLS,-999.0,35.0,35.0,2.0,-999.0,3.0
ACADEMY OF COSMETOLOGY INC,33334.56171284635,12876.308080808081,"45.68050449900005, -111.03976825799998","{""coordinates"":[-111.03976825799998,45.68050449900005],""type"":""Point""}",133 W MENDENHALL,BOZEMAN,MT,37.0,45.68050449900005,-111.03976825799998,611511.0,COSMETOLOGY AND BARBER SCHOOLS,-999.0,33.0,33.0,2.0,-999.0,4.0
ACADEMY OF ESTHETICS AND COSMETOLOGY,33334.56171284635,12876.308080808081,"34.283252, -118.442515","{""coordinates"":[-118.442515,34.283252],""type"":""Point""}",1242 SAN FERNANDO RD,SAN FERNANDO,CA,31.0,34.283252,-118.442515,611511.0,COSMETOLOGY AND BARBER SCHOOLS,4.0,20.0,24.0,2.0,-999.0,7.0
ACADEMY OF HAIR DESIGN-GRENADA,33334.56171284635,12876.308080808081,"33.77482497600005, -89.82505258099997","{""coordinates"":[-89.82505258099997,33.77482497600005],""type"":""Point""}",1301 SUNSET DR #JK,GRENADA,MS,37.0,33.77482497600005,-89.82505258099997,611511.0,COSMETOLOGY AND BARBER SCHOOLS,-999.0,34.0,34.0,2.0,-999.0,3.0
ACADEMY OF HAIR DESIGN-JACKSON,33334.56171284635,12876.308080808081,"32.282646397000065, -90.21051678899994","{""coordinates"":[-90.21051678899994,32.282646397000065],""type"":""Point""}",5420 I-55 FRONTAGE RD N,JACKSON,MS,69.0,32.282646397000065,-90.21051678899994,611511.0,COSMETOLOGY AND BARBER SCHOOLS,18.0,44.0,62.0,2.0,-999.0,7.0
ACADEMY OF HAIR DESIGN-JASPER,33334.56171284635,12876.308080808081,"30.908631, -94.004883","{""coordinates"":[-94.004883,30.908631],""type"":""Point""}",348 SPRING HILL ST,JASPER,TX,56.0,30.908631,-94.004883,611511.0,COSMETOLOGY AND BARBER SCHOOLS,19.0,27.0,46.0,2.0,-999.0,10.0
ACADEMY OF HAIR DESIGN-LAS VEGAS,33334.56171284635,12876.308080808081,"36.15850464500005, -115.21050433399995","{""coordinates"":[-115.21050433399995,36.15850464500005],""type"":""Point""}","5191 W. CHARLESTON, #150",LAS VEGAS,NV,209.0,36.15850464500005,-115.21050433399996,611511.0,COSMETOLOGY AND BARBER SCHOOLS,-999.0,182.0,182.0,2.0,-999.0,27.0
ACADEMY OF HAIR DESIGN-LUFKIN,33334.56171284635,12876.308080808081,"31.331837147000044, -94.71853710799996","{""coordinates"":[-94.71853710799996,31.331837147000044],""type"":""Point""}",512 S CHESTNUT,LUFKIN,TX,106.0,31.331837147000044,-94.71853710799996,611511.0,COSMETOLOGY AND BARBER SCHOOLS,27.0,56.0,83.0,2.0,-999.0,23.0
ACADEMY OF HAIR DESIGN-OKLAHOMA CITY,33334.56171284635,12876.308080808081,"35.61298, -97.557114","{""coordinates"":[-97.557114,35.61298],""type"":""Point""}",2501 W MEMORIAL RD SUITE 229,OKLAHOMA CITY,OK,66.0,35.61298,-97.557114,611511.0,COSMETOLOGY AND BARBER SCHOOLS,-999.0,57.0,57.0,2.0,-999.0,9.0
ACADEMY OF HAIR DESIGN-PEARL,33334.56171284635,12876.308080808081,"32.281983299000046, -90.11512898299998","{""coordinates"":[-90.11512898299998,32.281983299000046],""type"":""Point""}",3167 HWY 80 E,PEARL,MS,51.0,32.281983299000046,-90.11512898299998,611511.0,COSMETOLOGY AND BARBER SCHOOLS,13.0,32.0,45.0,2.0,-999.0,6.0
ACADEMY OF HAIR DESIGN-SPRINGFIELD,33334.56171284635,12876.308080808081,"37.18047911900004, -93.26140467899995","{""coordinates"":[-93.26140467899995,37.18047911900004],""type"":""Point""}",1834 S GLENSTONE,SPRINGFIELD,MO,296.0,37.18047911900004,-93.26140467899997,611511.0,COSMETOLOGY AND BARBER SCHOOLS,71.0,189.0,260.0,2.0,-999.0,36.0
ACADEMY OF HAIR TECHNOLOGY,33334.56171284635,12876.308080808081,"34.87412532800005, -82.32790907899994","{""coordinates"":[-82.32790907899994,34.87412532800005],""type"":""Point""}",3715 E NORTH ST STE F,GREENVILLE,SC,41.0,34.87412532800005,-82.32790907899994,611511.0,COSMETOLOGY AND BARBER SCHOOLS,26.0,2.0,28.0,2.0,-999.0,13.0
ACADEMY OF INTERACTIVE ENTERTAINMENT,33334.56171284635,12876.308080808081,"30.220067107000034, -92.04324678599994","{""coordinates"":[-92.04324678599994,30.220067107000034],""type"":""Point""}",537 CAJUNDOME BOULEVARD #211,LAFAYETTE,LA,124.0,30.220067107000038,-92.04324678599994,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,-999.0,112.0,112.0,2.0,-999.0,12.0
ACADEMY OF INTERACTIVE ENTERTAINMENT,33334.56171284635,12876.308080808081,"47.62121636200004, -122.35115118799996","{""coordinates"":[-122.35115118799996,47.62121636200004],""type"":""Point""}",305 HARRISON ST STE 405,SEATTLE,WA,153.0,47.62121636200004,-122.35115118799996,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,-999.0,135.0,135.0,2.0,-999.0,18.0
ACADEMY OF MASSAGE AND BODYWORK,33334.56171284635,12876.308080808081,"39.62865662000007, -75.66726524499995","{""coordinates"":[-75.66726524499995,39.62865662000007],""type"":""Point""}",1218 PULASKI HWY STE 324,BEAR,DE,106.0,39.62865662000007,-75.66726524499995,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,94.0,-999.0,94.0,2.0,-999.0,12.0
ACADEMY OF NATURAL THERAPY INC,33334.56171284635,12876.308080808081,"40.426281, -104.691","{""coordinates"":[-104.691,40.426281],""type"":""Point""}",625 8TH AVE,GREELEY,CO,73.0,40.426281,-104.691,611210.0,JUNIOR COLLEGES,41.0,-999.0,41.0,2.0,-999.0,32.0
ACADEMY OF PROFESSIONAL COSMETOLOGY,33334.56171284635,12876.308080808081,"36.35535431400007, -94.15750292399997","{""coordinates"":[-94.15750292399997,36.35535431400007],""type"":""Point""}",2600 WEST HUDSON ROAD SUITE A,ROGERS,AR,126.0,36.35535431400007,-94.15750292399996,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,39.0,76.0,115.0,2.0,-999.0,11.0
ACADEMY OF SALON AND SPA,33334.56171284635,12876.308080808081,"35.38053628100005, -94.41608483999994","{""coordinates"":[-94.41608483999994,35.38053628100005],""type"":""Point""}",311 S 16TH ST,FORT SMITH,AR,60.0,35.38053628100005,-94.41608483999994,611511.0,COSMETOLOGY AND BARBER SCHOOLS,-999.0,53.0,53.0,2.0,-999.0,7.0
ACADEMY OF SALON PROFESSIONALS,33334.56171284635,12876.308080808081,"38.69072866100004, -93.25155948099996","{""coordinates"":[-93.25155948099996,38.69072866100004],""type"":""Point""}",2414 S. LIMIT AVE,SEDALIA,MO,53.0,38.69072866100004,-93.25155948099996,611511.0,COSMETOLOGY AND BARBER SCHOOLS,-999.0,44.0,44.0,2.0,-999.0,9.0
ACADEMY OF VOCAL ARTS,33334.56171284635,12876.308080808081,"39.94786311900003, -75.17368297199994","{""coordinates"":[-75.17368297199994,39.94786311900003],""type"":""Point""}",1920 SPRUCE ST,PHILADELPHIA,PA,57.0,39.94786311900003,-75.17368297199994,611610.0,FINE ARTS SCHOOLS,-999.0,24.0,24.0,2.0,-999.0,33.0
ACAYDIA SCHOOL OF AESTHETICS,33334.56171284635,12876.308080808081,"40.23481310900007, -111.65831630799994","{""coordinates"":[-111.65831630799994,40.23481310900007],""type"":""Point""}","86 NORTH UNIVERSITY AVENUE, SUITE 130",PROVO,UT,156.0,40.23481310900007,-111.65831630799994,611511.0,COSMETOLOGY AND BARBER SCHOOLS,46.0,87.0,133.0,2.0,-999.0,23.0
ACCESS CAREERS,33334.56171284635,12876.308080808081,"40.709525179000025, -73.61529330399998","{""coordinates"":[-73.61529330399998,40.709525179000025],""type"":""Point""}","474 FULTON AVENUE, SUITE 201",HEMPSTEAD,NY,144.0,40.709525179000025,-73.61529330399998,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,59.0,66.0,125.0,2.0,-999.0,19.0
ACCESS CAREERS-ISLANDIA,33334.56171284635,12876.308080808081,"40.800874, -73.175617","{""coordinates"":[-73.175617,40.800874],""type"":""Point""}","1930 VETERANS HIGHWAY, SUITE 10",ISLANDIA,NY,102.0,40.800874,-73.175617,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,57.0,32.0,89.0,2.0,-999.0,13.0
ACCESS CAREERS-ISLANDIA,33334.56171284635,12876.308080808081,"40.801010519000044, -73.17574441799997","{""coordinates"":[-73.17574441799997,40.801010519000044],""type"":""Point""}","1930 VETERANS HIGHWAY, SUITE 10",ISLANDIA,NY,81.0,40.801010519000044,-73.17574441799997,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,43.0,20.0,63.0,2.0,-999.0,18.0
ACE COSMETOLOGY AND BARBER TRAINING CENTER,33334.56171284635,12876.308080808081,"41.594074971000055, -72.98736796799994","{""coordinates"":[-72.98736796799994,41.594074971000055],""type"":""Point""}",625 WOLCOTT STREET SUITE 7,WATERBURY,CT,82.0,41.594074971000055,-72.98736796799994,611511.0,COSMETOLOGY AND BARBER SCHOOLS,35.0,36.0,71.0,2.0,-999.0,11.0
ACE INSTITUTE OF TECHNOLOGY,33334.56171284635,12876.308080808081,"40.75366866600007, -73.99334557599997","{""coordinates"":[-73.99334557599997,40.75366866600007],""type"":""Point""}","312 WEST 36 STREET, 2ND FLOOR",NEW YORK,NY,242.0,40.75366866600007,-73.99334557599997,611420.0,COMPUTER TRAINING,-999.0,204.0,204.0,2.0,-999.0,38.0
ACUPUNCTURE AND INTEGRATIVE MEDICINE COLLEGE-BERKELEY,33334.56171284635,12876.308080808081,"37.86275352200005, -122.26763578099997","{""coordinates"":[-122.26763578099997,37.86275352200005],""type"":""Point""}",2550 SHATTUCK AVENUE,BERKELEY,CA,153.0,37.86275352200005,-122.26763578099995,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",29.0,70.0,99.0,2.0,-999.0,54.0
ACUPUNCTURE AND MASSAGE COLLEGE,33334.56171284635,12876.308080808081,"25.68643720800003, -80.36411910399994","{""coordinates"":[-80.36411910399994,25.68643720800003],""type"":""Point""}",10506 N KENDALL DRIVE,MIAMI,FL,215.0,25.68643720800003,-80.36411910399994,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",-999.0,171.0,171.0,2.0,-999.0,44.0
ADAMS STATE UNIVERSITY,33334.56171284635,12876.308080808081,"37.476053215000036, -105.88094293799998","{""coordinates"":[-105.88094293799998,37.476053215000036],""type"":""Point""}",208 EDGEMONT BLVD,ALAMOSA,CO,3664.0,37.47605321500004,-105.88094293799998,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1288.0,1876.0,3164.0,1.0,1200.0,500.0
ADELPHI UNIVERSITY,33334.56171284635,12876.308080808081,"40.721439, -73.653321","{""coordinates"":[-73.653321,40.721439],""type"":""Point""}",SOUTH AVE,GARDEN CITY,NY,9312.0,40.721439,-73.653321,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1334.0,6250.0,7584.0,1.0,1260.0,1728.0
ADLER GRADUATE SCHOOL,33334.56171284635,12876.308080808081,"44.86286471400007, -93.25253199499997","{""coordinates"":[-93.25253199499997,44.86286471400007],""type"":""Point""}",10225 YELLOW CIRCLE DR.,MINNETONKA,MN,331.0,44.86286471400007,-93.25253199499996,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",263.0,4.0,267.0,2.0,-999.0,64.0
ADLER UNIVERSITY,33334.56171284635,12876.308080808081,"41.886628, -87.625655","{""coordinates"":[-87.625655,41.886628],""type"":""Point""}",17 NORTH DEARBORN STREET,CHICAGO,IL,1944.0,41.886628,-87.625655,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",588.0,1138.0,1726.0,2.0,-999.0,218.0
ADRIAN COLLEGE,33334.56171284635,12876.308080808081,"41.89862771900005, -84.05991120399995","{""coordinates"":[-84.05991120399995,41.89862771900005],""type"":""Point""}",110 S MADISON ST,ADRIAN,MI,2285.0,41.89862771900005,-84.05991120399995,611310.0,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",76.0,1789.0,1865.0,1.0,1690.0,420.0
ADRIAN H. WALLACE BARBER ACADEMY,33334.56171284635,12876.308080808081,"30.453500869000038, -87.21357333899994","{""coordinates"":[-87.21357333899994,30.453500869000038],""type"":""Point""}",3822 NORTH 9TH AVENUE,PENSACOLA,FL,35.0,30.45350086900004,-87.21357333899994,611511.0,COSMETOLOGY AND BARBER SCHOOLS,-999.0,30.0,30.0,2.0,-999.0,5.0
ADRIAN'S COLLEGE OF BEAUTY TURLOCK,33334.56171284635,12876.308080808081,"37.49144762700007, -120.86378360599997","{""coordinates"":[-120.86378360599997,37.49144762700007],""type"":""Point""}",1340 W MAIN ST,TURLOCK,CA,95.0,37.49144762700007,-120.86378360599996,611511.0,COSMETOLOGY AND BARBER SCHOOLS,-999.0,85.0,85.0,2.0,-999.0,10.0
ADULT AND COMMUNITY EDUCATION-HUDSON,33334.56171284635,12876.308080808081,"40.012757719000035, -82.98051768799996","{""coordinates"":[-82.98051768799996,40.012757719000035],""type"":""Point""}",2323 LEXINGTON AVENUE,COLUMBUS,OH,112.0,40.01275771900004,-82.98051768799996,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,-999.0,81.0,81.0,2.0,-999.0,31.0
ADULT AND CONTINUING EDUCATION-BCTS,33334.56171284635,12876.308080808081,"40.902141018000066, -74.03438976599995","{""coordinates"":[-74.03438976599995,40.902141018000066],""type"":""Point""}",190 HACKENSACK AVENUE,HACKENSACK,NJ,96.0,40.90214101800007,-74.03438976599995,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,-999.0,60.0,60.0,2.0,-999.0,36.0
ADVANCE BEAUTY COLLEGE,33334.56171284635,12876.308080808081,"33.759869183000035, -117.95258438999997","{""coordinates"":[-117.95258438999997,33.759869183000035],""type"":""Point""}",10121 WESTMINSTER AVE,GARDEN GROVE,CA,503.0,33.759869183000035,-117.95258438999996,611511.0,COSMETOLOGY AND BARBER SCHOOLS,170.0,294.0,464.0,2.0,-999.0,39.0
ADVANCE BEAUTY TECHS ACADEMY,33334.56171284635,12876.308080808081,"33.884141, -117.517516","{""coordinates"":[-117.517516,33.884141],""type"":""Point""}",641 N STATE ST STE 1,SAN JACINTO,CA,124.0,33.884141,-117.517516,611511.0,COSMETOLOGY AND BARBER SCHOOLS,1.0,109.0,110.0,2.0,-999.0,14.0
ADVANCE SCIENCE INTERNATIONAL COLLEGE,33334.56171284635,12876.308080808081,"25.855597554000042, -80.30698854599996","{""coordinates"":[-80.30698854599996,25.855597554000042],""type"":""Point""}",5190 NW 167 ST STE 200,MIAMI LAKES,FL,71.0,25.85559755400004,-80.30698854599996,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,-999.0,53.0,53.0,2.0,-999.0,18.0
ADVANCED BARBER COLLEGE AND HAIR DESIGN,33334.56171284635,12876.308080808081,"26.13154273200007, -97.95824744999999","{""coordinates"":[-97.95824744999999,26.13154273200007],""type"":""Point""}",2818 S INTERNATIONAL,WESLACO,TX,199.0,26.13154273200007,-97.95824745,611511.0,COSMETOLOGY AND BARBER SCHOOLS,7.0,175.0,182.0,2.0,-999.0,17.0
ADVANCED BEAUTY COLLEGE,33334.56171284635,12876.308080808081,"32.85976617700004, -96.99266857699996","{""coordinates"":[-96.99266857699996,32.85976617700004],""type"":""Point""}",3959 N. BELTLINE RD.,IRVING,TX,19.0,32.85976617700004,-96.99266857699996,611511.0,COSMETOLOGY AND BARBER SCHOOLS,11.0,4.0,15.0,2.0,-999.0,4.0
ADVANCED CAREER INSTITUTE,33334.56171284635,12876.308080808081,"36.34462455700003, -119.38528872599994","{""coordinates"":[-119.38528872599994,36.34462455700003],""type"":""Point""}",1728 NORTH KELSEY STREET,VISALIA,CA,740.0,36.34462455700003,-119.38528872599994,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,115.0,555.0,670.0,2.0,-999.0,70.0
ADVANCED COLLEGE,33334.56171284635,12876.308080808081,"33.91538258300005, -118.15793963799996","{""coordinates"":[-118.15793963799996,33.91538258300005],""type"":""Point""}",13180 PARAMOUNT BLVD.,SOUTH GATE,CA,115.0,33.91538258300005,-118.15793963799996,611210.0,JUNIOR COLLEGES,2.0,57.0,59.0,2.0,-999.0,56.0
ADVANCED COLLEGE - SALIDA,33334.56171284635,12876.308080808081,"37.715655137000056, -121.09093586899996","{""coordinates"":[-121.09093586899996,37.715655137000056],""type"":""Point""}",5258 PIRRONE COURT,SALIDA,CA,-999.0,37.715655137000056,-121.09093586899996,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,-999.0,-999.0,-999.0,-1.0,-999.0,-999.0
ADVANCED COLLEGE OF COSMETOLOGY,33334.56171284635,12876.308080808081,"43.63284462100006, -88.73618503999995","{""coordinates"":[-88.73618503999995,43.63284462100006],""type"":""Point""}",25 WEST MAIN STREET,WAUPUN,WI,31.0,43.63284462100006,-88.73618503999995,611511.0,COSMETOLOGY AND BARBER SCHOOLS,-999.0,27.0,27.0,2.0,-999.0,4.0
ADVANCED TECHNOLOGY INSTITUTE,33334.56171284635,12876.308080808081,"36.84136429300003, -76.18225107099994","{""coordinates"":[-76.18225107099994,36.84136429300003],""type"":""Point""}",5700 SOUTHERN BLVD STE 100,VIRGINIA BEACH,VA,515.0,36.84136429300003,-76.18225107099994,611210.0,JUNIOR COLLEGES,-999.0,461.0,461.0,2.0,-999.0,54.0
ADVANCED TRAINING INSTITUTE,33334.56171284635,12876.308080808081,"36.09596759400006, -115.20683734199997","{""coordinates"":[-115.20683734199997,36.09596759400006],""type"":""Point""}",5150 S. DECATUR BLVD.,LAS VEGAS,NV,671.0,36.09596759400006,-115.20683734199996,611519.0,OTHER TECHNICAL AND TRADE SCHOOLS,605.0,-999.0,605.0,2.0,-999.0,66.0
